video_title,channel_uploader,author,publish_date,updated_date,like_count,text_display,url
What to expect on US election night | BBC News,BBC News,@nancyrodriguez2858,2024-11-02T13:01:58Z,2024-11-02T13:01:58Z,1,The latest economics  news are terrible. It seems you are no well informed!!,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@AUNZAnon,2024-11-02T12:56:42Z,2024-11-02T12:56:42Z,5,"Trump and his X-Men FTW!...JD Vance, Robert F. Kennedy Jr., Elon Musk, Tulsi Gabbard, and Vivek Ramaswamy.",https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@frederickdelacruz6818,2024-11-02T11:58:16Z,2024-11-02T11:58:16Z,0,I hope Trump win the election.,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@gotrekgurnisson9934,2024-11-02T11:57:51Z,2024-11-02T11:57:51Z,4,How is this a good economy? Bureau of Labor and Statistics has had to downgrade job growth for 9 of the last 12 months because they got caught &quot;fudging&quot; the numbers by hundreds of thousands in some cases. US govt spends $2.75 for every dollar of growth according to the Bureau of Economic Assessment. We add $1 trillion of debt every 100 days. That&#39;s bad stuff.,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@م-م1و,2024-11-02T11:54:51Z,2024-11-02T11:54:51Z,1,"I am your sister from Yemen, and by Allah I only spoke out of hunger and distress. My mother, my brothers, and I lessons and tears. We are in a situation that only God knows about. God is sufficient for us, and He is the best disposer of affairs for those who broughtOh people, we are your sisters, by God 😭😭😭 We do not even find a loaf of bread inside the house that would satisfy you, oh nation of Muhammad. People are brothers. Oh God, make your righteous servants subservient to us. Oh God, make your righteous servants subservient to us. My appeal to every Muslim, oh Lord, if he sees this message, may He prolong his life, make him happy, and cover him. May God reward him. God is sufficient for me, and He is the best disposer of affairs. There is no power or strength except with God. Oh people, oh nation of Muhammad, oh people of goodness, oh people of mercy. We are your sisters and your children. By God, we do not even find a loaf of bread inside the house that would satisfy you. Oh nation of Muhammad, I only spoke out of extreme hunger and distress. My mother, sisters, and I are displaced from our homes because of the war. We are in a state that no one knows about except God. God is sufficient for us, and He is the best disposer of affairs, against those who brought us to this state 💔💔 By God Almighty, I only wrote this appeal out of extreme poverty and poverty, oh people. I beg you by God Almighty, Lord of the Mighty Throne, that I do not have food at home. By God, my brothers and sisters have been sitting around for two days.  Without food, by God our situation is very difficult, we are 6 people in the house and my father passed away and there is no one to support us and we live in a rented house and we cannot pay the rest of the rent. I am not lying to you nor deceiving you nor cheating you. I am a Yemeni girl displaced because of the war between me and my family over a rent dispute and the owner of the house. By God, my brother comes every day and humiliates us and talks about us and wants us to go out to the street because we are unable to pay him the rent.  The neighbors saw us crying and talked to the neighbors again and gave us a deadline until the end of the week and we swore to God to let us out of the street now we are in arrears of 60 thousand Yemeni riyals for 3 months rent may God have mercy on us our country is suffering because of this war and we do not find our daily sustenance and we live my mother and sisters our father passed away may God have mercy on him and we do not have anyone in the world to come to us in these harsh circumstances my little sisters went out to the street and saw the neighbors eating and stood at their door giving them even a piece of bread and by God in whose hand is the heavens and the earth they closed the door and kicked them out and they came back crying dying of hunger no one has mercy on them and now the holiday has come back to me if no one of us helps us with a kilo of flour by God we will die of hunger brother I seek refuge in God and then in you and I want your help for the sake of God I ask you by God you love goodness and help me even if it is about the rent of the house send me a WhatsApp message on this number+967،735867642 and ask for my card name and send it and do not delay may God compensate you with all good  My little sisters, look at their situation and help us and save us before they throw us out into the street and humiliate us or my family and I die of hunger. We ask you by God, if you are able to help us, do not delay on us, and may God reward you with .good.&#39;~~_«%•&amp;»v....,zy&amp;😢😢;.....,,,l..,,,lll.,,,,,.........,,,,,,,,,,,,   ...,.,,.......!~~~♡♡♡~~~♡~♡~•~•~•~.,,.c,,,,•~♡......,,,  .....,.. lj......,.....,,,,,,,,,,,,,,,  ..",https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@م-م1و,2024-11-02T11:54:43Z,2024-11-02T11:54:43Z,1,"I am your sister from Yemen, and by Allah I only spoke out of hunger and distress. My mother, my brothers, and I lessons and tears. We are in a situation that only God knows about. God is sufficient for us, and He is the best disposer of affairs for those who broughtOh people, we are your sisters, by God 😭😭😭 We do not even find a loaf of bread inside the house that would satisfy you, oh nation of Muhammad. People are brothers. Oh God, make your righteous servants subservient to us. Oh God, make your righteous servants subservient to us. My appeal to every Muslim, oh Lord, if he sees this message, may He prolong his life, make him happy, and cover him. May God reward him. God is sufficient for me, and He is the best disposer of affairs. There is no power or strength except with God. Oh people, oh nation of Muhammad, oh people of goodness, oh people of mercy. We are your sisters and your children. By God, we do not even find a loaf of bread inside the house that would satisfy you. Oh nation of Muhammad, I only spoke out of extreme hunger and distress. My mother, sisters, and I are displaced from our homes because of the war. We are in a state that no one knows about except God. God is sufficient for us, and He is the best disposer of affairs, against those who brought us to this state 💔💔 By God Almighty, I only wrote this appeal out of extreme poverty and poverty, oh people. I beg you by God Almighty, Lord of the Mighty Throne, that I do not have food at home. By God, my brothers and sisters have been sitting around for two days.  Without food, by God our situation is very difficult, we are 6 people in the house and my father passed away and there is no one to support us and we live in a rented house and we cannot pay the rest of the rent. I am not lying to you nor deceiving you nor cheating you. I am a Yemeni girl displaced because of the war between me and my family over a rent dispute and the owner of the house. By God, my brother comes every day and humiliates us and talks about us and wants us to go out to the street because we are unable to pay him the rent.  The neighbors saw us crying and talked to the neighbors again and gave us a deadline until the end of the week and we swore to God to let us out of the street now we are in arrears of 60 thousand Yemeni riyals for 3 months rent may God have mercy on us our country is suffering because of this war and we do not find our daily sustenance and we live my mother and sisters our father passed away may God have mercy on him and we do not have anyone in the world to come to us in these harsh circumstances my little sisters went out to the street and saw the neighbors eating and stood at their door giving them even a piece of bread and by God in whose hand is the heavens and the earth they closed the door and kicked them out and they came back crying dying of hunger no one has mercy on them and now the holiday has come back to me if no one of us helps us with a kilo of flour by God we will die of hunger brother I seek refuge in God and then in you and I want your help for the sake of God I ask you by God you love goodness and help me even if it is about the rent of the house send me a WhatsApp message on this number+967،735867642 and ask for my card name and send it and do not delay may God compensate you with all good  My little sisters, look at their situation and help us and save us before they throw us out into the street and humiliate us or my family and I die of hunger. We ask you by God, if you are able to help us, do not delay on us, and may God reward you with .good.&#39;~~_«%•&amp;»v....,zy&amp;😢😢;.....,,,l..,,,lll.,,,,,.........,,,,,,,,,,,,   ...,.,,.......!~~~♡♡♡~~~♡~♡~•~•~•~.,,.c,,,,•~♡......,,,  .....,.. lj......,.....,,,,,,,,,,,,,,,  ....",https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@mgoriganti,2024-11-02T11:34:20Z,2024-11-02T11:34:20Z,1,Dumpf pork shit Dump!!??,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@np5735,2024-11-02T11:34:19Z,2024-11-02T11:34:19Z,8,I hope Kamala Harris becomes the first woman president.,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@HerokingforU,2024-11-02T11:27:53Z,2024-11-02T11:27:53Z,1,Trump will win elections 💪<br>Make america great again,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@JeffreySmith7777,2024-11-02T10:56:31Z,2024-11-02T10:56:31Z,1,How do you shut a socialist communist Democrat up? Ask them what Kamala has done for Americans and America. 😊,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@publics.public,2024-11-02T10:48:47Z,2024-11-02T10:48:47Z,1,He is a sex offender.<br>Harris is decent and stands for decency.,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@Mrcookiemonster515,2024-11-02T10:00:25Z,2024-11-02T10:00:25Z,0,"The time Of Gods rapture of the church is near. Jesus Christ are lord and savior and son of god is returning at any hour now to take us home. he will come in shout of the archangel saying your name and to come up here, with the trumpet blowing all across earth that can make a world wide earthquake. dead and alive will change to body like christ an rise to meet to lord to heaven, an being rapture ready simple an easy. 1. believe that Jesus died on the cross and spilled his own blood for your sins (past, present, and future), was buried and rose on the third day from the dead in glory, heart and soul an meaning. 2. admit your a sinner and your need him to save you. 3. you pray to him on part 1 and 2 an repent your sins on him and his blood and in faith and trust and believe in him to save you. also try in these last days to walk like christ, if you messed up or sin, don panic for your sins are payed by his blood. past, present, and future sins. his morals and ways are greater then are own and i asks you seek not sinning as possible to show god you care about him. his blood cleans you and forgives you of sins. Because as Scripture say. &quot;throw faith and grace you are save not by your own works yet anyone can boast&quot;. if reading this part you been left behind to face gods wraith and face the mark of the beast. were a person will have it on there right hand or forehead. it will be the only way to buy and sell anything. taking this mark is a unforgivable sin and forever dam to the second death. So if you stay behind don’t take the mark stay in faith to Jesus and resist cause they will chop your head off, let it happen if captured. For this time will be hell on earth. Lucifer/antichrist will force you to take it. Do not accept it choose death. i pray you and many get saved and my fellow christians spread the word. Jesus loves us and nothing can separate us from him and faith and grace gets us saved. salvation and eternal life is a free gift from god nothing we earned or gained. Please it is important to spread this message to many. Jesus is your only way to avoid it. the signs are showing, more disasters and wars and suffering has increase dramatically. i pray to all see the true and believe.this is serious we may go any day now. ask an he will help you. An keep your bibles safe they will guide you in grand tribulation and Lucifer will try to destroy them. once we leave there be ww3, attacks on Israel and must of major powers destroyed. For there be 21 wraiths on this earth 7 seals, 7 trumpets, and 7 bowels. that will make earth be hell on earth and most of the population would be dead so preparers you will not survived nor win against Lucifer. also there be two witnesses who will preach the news for the first half of the tribulation, kill by Lucifer and resurrected on the third day and rise back to heaven. there be disasters and plagues like rivers an oceans to blood, water turning bitter/poisonous and leads to some to death by wormwood astroid, scorpion with human like face and crowns will give those who have not accepted christ agonizing pain an people wont die when this plague happen for five months. scorch earth on the sun burns up earth, earthquakes tsunamis, will come on the earth and you be a hellish time to those left behind. an people who take the mark with have the worst punishing in the tribulation. At the end of the 7 year tribulation jesus turns to earth with is saints not during the tribultaion. Jesus on his white horse wearing a white robes with garment in red saying lord of lords, king of kings and his saints (us christian who died and raptured) will charge and defeat Lucifer, his followers and unbelievers and he will be cast back to the pit and Jesus will rule us for 1000 year. then Lucifer will try again and god will stop him for good and he and his follower and people who are not in the lambs book will be cast into lake of fire/second death. then the new Jerusalem, earth, and heaven will come and god will dwell in us forever with no sin, pain, evil, suffer are all gone. if you get behund do not faer, cry or be dismay. you can still be save just have to martyer for christ. you die but it be quick an temproaly pain. the wars with russia, china, iran, iserial, ulkraine, and taiwan are all time high and about to break out world war 3 soon. spread the word far and wide. were at the end of the world",https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@Ryousuke_N,2024-11-02T09:52:29Z,2024-11-02T09:52:29Z,0,"I can&#39;t trust a candidate who calls his opponent &quot;Hitler.&quot; Remember, that&#39;s exactly what Putin said about Zelensky when he invaded Ukraine.",https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@solapowsj25,2024-11-02T09:41:13Z,2024-11-02T09:41:13Z,0,Hope the president reigns well through his term. Tells; like myself.,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@shawnduddridge,2024-11-02T09:36:51Z,2024-11-02T09:36:51Z,0,Who thinks the BBC should be held accountable for election interference?<br>If Trump wins i hope they are!,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@andreapiumatti,2024-11-02T09:18:00Z,2024-11-02T09:18:00Z,1,"The American presidential elections are always worse than in the third world. Insults, defamations, attacks... You make the chickens laugh, you are not civilized at all.",https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@HAL-vu8ef,2024-11-02T09:09:26Z,2024-11-02T09:09:26Z,0,"Trump will do better than polls suggest because, like Brexit, many people virtue signal that they vote for one side but secretly and anonymously vote for the other.",https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@jackskysegel9626,2024-11-02T08:57:15Z,2024-11-02T08:57:15Z,0,"Does Donald Trump possess the qualifications and attributes that the American presidency demands? Can he be seen as a stable personality, or does he display tendencies toward impulsive and erratic behavior? To what extent does he maintain long-standing friendships, particularly when faced with criticism?<br><br>Is his public discourse one that fosters unity, or do his statements tend to be divisive? Does he use language that may be perceived as offensive, and how frequently are his claims subjected to fact-checking? Are there indications of fraudulent conduct or actions that might be legally questionable? Does he adhere to social and ethical standards, and do his tax practices comply with the law?<br><br>What can be said about his mental stability and overall fitness for office? Does he act as a defender of the U.S. Constitution, or are there signs that his conduct could pose a risk to it?<br><br>To what degree do ego and loyalty influence his decisions? How credible are his positions, and can his behavior be considered stable, cooperative, and fair overall?<br><br>How committed is Trump to the principles of democracy and the Constitution? Does he serve as a unifying figure, or does he contribute to societal tensions? What stance does he take toward authoritarian regimes and autocratic leaders, and how should his foreign policy be assessed in this context?<br><br>And what of the American voters and their relationship to democratic values? Are they still committed to dialogue, or are they now inclined to view an autocratic system as a preferable alternative for leading the United States into the future?<br><br>Get out there and vote! May God bless America and its people. Voting is the cornerstone of our democracy, the way we shape our future and make our voices heard. Whether it&#39;s local issues or the big national questions, voting is both a right and a responsibility.<br><br>For this election, let&#39;s hope for a peaceful, transparent, and fair process, one that truly reflects the will of the people.",https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@Worldpeace47,2024-11-02T08:54:09Z,2024-11-02T08:54:09Z,5,Tump will win 🏆,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@A.L.-tt1np,2024-11-02T08:48:51Z,2024-11-02T08:48:51Z,0,"Prezelya having sh*t  himself in front of his friends and the people of Ukraine along with his lackeys continues to hide the truth about himself.<br>A complete collapse, blackout of Ukrainian territory was arranged for unwanted pensioner PrezeZelensky and &quot;Kharkovoblenergo&quot; - Bogodukhov RES (russia could not do this) disconnecting the electricity for several months in order to close his mouth and freedom of speech. And everything is covered by law enforcement officers and DBI of Ukraine.<br>ПреЗеля обісравшись перед друзями і народом України разом зі своїми холуями, продовжують закривати правду про себе.<br>Повний колапс блекаут на українській території зробив неугодному пенсіонеру ПреЗеленський і &quot;Харківобленерго&quot; - Богодухів РЕС (раша не змогла цього зробити), відключив електрику на декілька місяців з ціллю закрити рота і свободу слова. І все кришується (покривається) правоохоронними органами і ДБР України.",https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@carlnielsen3833,2024-11-02T08:47:25Z,2024-11-02T08:47:25Z,0,Expect to see Harris soundly beaten.  And thank God for that.,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@neondarknessor,2024-11-02T08:42:49Z,2024-11-02T08:42:49Z,0,Expect mainstream media to continue to work with democrats and letting them use their platforms to let them use language like Hitler and Nazi&#39;s when talking about Trump and his supporters. Even after a failed assassination attempt... the nerve. 🧐 Russia interference is not the problem. Mainstream media working with democrats to help them get elected is the real problem.,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@Paketspaketami-14pf,2024-11-02T08:10:48Z,2024-11-02T08:10:48Z,0,"It doesn&#39;t matter at all who wins. no matter who wins in the United States, the country’s course will not change, wreaking havoc around the world for the benefit of the United States.",https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@manukhadka7218,2024-11-02T08:05:09Z,2024-11-02T08:05:09Z,1,Vote for harris💙💙💙💙,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@carsonatornz6041,2024-11-02T07:51:43Z,2024-11-02T07:51:43Z,2,"Hopefully its not the OrangeJesus, the Mango Mussolini.",https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@construccion1,2024-11-02T07:35:37Z,2024-11-02T07:35:37Z,0,No i think there &quot;hes&quot; in the fi global loss,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@siddharthavicious108,2024-11-02T07:24:12Z,2024-11-02T07:26:01Z,0,Do any men (who aren&#39;t in the janitor department) work at the BBC anymore?,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@マーキュリー-x5c,2024-11-02T07:11:31Z,2024-11-02T07:11:31Z,31,It&#39;s really important who wins.<br>President of the united states can change the way of the world including war.,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@Vistahhh,2024-11-02T06:55:57Z,2024-11-02T09:38:00Z,1,Russia is suing Google for $2.5 undecilion ($2.5 billion trillion trillion),https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@willielee5253,2024-11-02T06:26:47Z,2024-11-02T06:26:47Z,0,🔹️💙🔹️BLUE DOT         👈,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@noneya8197,2024-11-02T06:17:23Z,2024-11-02T06:17:23Z,1,You are a delusional person if you vote for Kamala... her Administration started the immigration Fiasco.... her Administration started the woke pandemic,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@nandadulalbakshi3121,2024-11-02T05:56:22Z,2024-11-02T05:56:22Z,1,What expect from a DUMP. A dumper2 to clean surpluses,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@vendor297,2024-11-02T05:55:32Z,2024-11-02T05:55:32Z,0,"<a href=""https://www.youtube.com/watch?v=qxsQ7jJJcEA"">https://www.youtube.com/watch?v=qxsQ7jJJcEA</a>",https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@victoriadegand2393,2024-11-02T05:45:59Z,2024-11-02T05:45:59Z,0,You live in lala land,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@Noforzion,2024-11-02T05:45:52Z,2024-11-02T05:45:52Z,3,Vote kamala Harris,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@drbaldave,2024-11-02T05:41:24Z,2024-11-02T05:41:24Z,6,Please vote for  DONALD TRUMP only He can lead the USA to greater heights!,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@catvisimo,2024-11-02T05:26:55Z,2024-11-02T05:26:55Z,0,Trump wins !,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@rajupodiyan3147,2024-11-02T05:18:39Z,2024-11-02T05:18:39Z,1,"Open, open,open,open,open 📚🏫",https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@rajupodiyan3147,2024-11-02T05:17:03Z,2024-11-02T05:17:03Z,0,People choose there representatives in Democracy 🏫⭐,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@heythere3137,2024-11-02T05:09:58Z,2024-11-02T05:09:58Z,0,"expect election fraud, then the passive aggressive dismissiveness from the demonrats",https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@AvenRivera-m8u,2024-11-02T04:24:42Z,2024-11-02T04:24:42Z,1,The only thing more pathetic than Trump and his aparthied nepotism baby friend are the sad little morons who worship them.,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@EthanLomas,2024-11-02T03:56:14Z,2024-11-02T03:56:14Z,1,Thank god she didn’t have to say  Thursday thirty third 😂,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@Tom-qi5ph,2024-11-02T03:50:25Z,2024-11-02T03:53:29Z,17,"This is a very simple common sense. A vote for President Donald Trump is a vote for world peace, and a vote for Harris is a vote for World War III. Bless world peace and pray for human civilization.",https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@astronautninja6369,2024-11-02T03:48:14Z,2024-11-02T03:48:14Z,0,TRUMP 2024<br>Harris did not receive a single vote to become the nominee. She is installed. This goes against democracy. 100% of the celebrities who endorsed her are all in Diddy&#39;s list.<br><br>FACT CHECK:<br>Gas prices and groceries have not come down under Biden/Harris. It has gone up. The Liberals lie vehemently.,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@User-w5s,2024-11-02T03:46:25Z,2024-11-02T03:46:25Z,1,Very informative.,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@Assdfgresa,2024-11-02T03:29:34Z,2024-11-02T03:29:34Z,13,A trump victory thats what!,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@josephsonnier3594,2024-11-02T03:06:08Z,2024-11-02T03:06:08Z,0,"This News cast of female&#39;s reminds me of the female&#39;s on the view  . Laughing while discussing the news  , try this put Trump &amp; Harris in office at the same time , now who blames who ?",https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@lifewriter7455,2024-11-02T02:52:43Z,2024-11-02T02:52:43Z,0,I don&#39;t expect a shit really. 😎🖤👍,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@smallies7154,2024-11-02T02:49:40Z,2024-11-02T02:49:40Z,0,bitter unmarried feminists,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@johnnyc457,2024-11-02T02:32:44Z,2024-11-02T02:32:44Z,3,"Great show👏👏Can&#39;t wait, I&#39;ll be tuning in Tuesday😬😬",https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@jambudvipi,2024-11-02T02:23:38Z,2024-11-02T02:23:38Z,0,A BBC panel of all-women liberals supporting Kamala<br>How unbiased 😒,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@jambudvipi,2024-11-02T02:20:54Z,2024-11-02T02:20:54Z,12,My support to TRUMP❤<br>From Canada🇨🇦,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@fewcommentsonnews.4842,2024-11-02T01:58:05Z,2024-11-02T02:02:01Z,2,"Everthing goes Well , IF tthe Civil Rights were By Completely respected.<br>Never more In the USA grounds history or at Brazilian&#39;s Territory theŕeof, the dayS after baloot Would becomeS an NIGHTMARE.",https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@queendragon3873,2024-11-02T01:56:25Z,2024-11-02T01:56:25Z,0,I hope the democrats get rid of the “ failing progressive” agenda,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@KuntVisageMyAlias,2024-11-02T01:42:04Z,2024-11-02T01:42:04Z,2,I couldn&#39;t listen to these people....<br>The wine in whining voices....<br>Terrible talking heads....<br>Shhh now!,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@MrKenng123,2024-11-02T01:20:24Z,2024-11-02T01:20:24Z,0,Vote for Trump guys please. Immigration is causing problem to all of us. Populism works better imho. 😅😊❤,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@frankransom6863,2024-11-02T01:20:00Z,2024-11-02T01:20:00Z,1,I&#39;m fearful that Trump who appears to have some dementia starting is not  gonna be able to finish full term and than we will have Vance taking over even worse. The lesser of the 2 evils is Harris  unfortunately. America is in deep shit n gonna get bad!!!,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@importantname,2024-11-02T01:12:44Z,2024-11-02T01:12:44Z,17,"let me know when its over, so we dont have to hear anymore about US elections for a few hours.",https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@jonerlandson1956,2024-11-02T01:05:49Z,2024-11-02T01:05:49Z,1,chaos... disorder... and dirty deeds...,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@sanjayzala2191,2024-11-02T01:02:40Z,2024-11-02T01:02:40Z,0,🎁 🎆 🔱 The _ Wish You A Very Happy New 02ward Of A _ &#39;Year&#39; 🪔 🎇 👣,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@PartTimeJedi,2024-11-02T00:13:02Z,2024-11-02T00:13:02Z,0,Democrats-&gt; Trump LIES!!!!!<br>Ummm Only the Democrats lie.. It&#39;s quite obvious now with them telling us not to believe what we see/hear and then trying to change it in real time.. sad and sickening at the same time,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@emalienoel7891,2024-11-02T00:11:16Z,2024-11-02T00:11:16Z,1,FYI poll watchers are not meant to be intimidating and aren’t allowed to speak to voters. They’re permitted to be there from all political parties and they’re just there to watch and make sure rules are being followed :),https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@This-Bish-Annoyed-AF,2024-11-02T00:07:01Z,2024-11-02T00:10:09Z,1,"Women in the US  see that the removal of one right is merely the precursor to the removal of many more. Someone will comment that it was &quot;sent back to the states&quot; the issue with that is, 23 states changed their laws PRIOR to giving the people within that state the opportunity to vote before changing those laws. Therefore making it much harder to change the law and actually representing what the people in that state truly want. Had they put the issue into a special election prior to changing the law that would actually be democracy. Each and every time the one of  these 23 states were able to get the issue on the ballot they have voted to PRESERVE women&#39;s rights. Food for thought. To the MAGA that will inevitably comment below 👇🏼",https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@NicholasWomack-z4f,2024-11-02T00:06:21Z,2024-11-02T00:06:21Z,4,I don&#39;t where you live in the US🤣😂🤣 but prices on things are only going up across the board!!,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@johnhull2582,2024-11-02T00:06:04Z,2024-11-02T00:06:04Z,0,It is legal in the USA to discriminate against others based on intelligence.  I am not lying.  CBS did a story on the court case that determined that.  Being too smart will keep you from getting some jobs.,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@buzz5969,2024-11-02T00:05:53Z,2024-11-02T00:05:53Z,0,"THEY BEEN REHEARSING FOR 5 days, Ponder that LET THAT itbSINK IN..",https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@Gizzorge,2024-11-02T00:05:23Z,2024-11-02T00:05:23Z,0,Windbags…,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@Samayil_2024,2024-11-02T00:00:19Z,2024-11-02T00:00:19Z,0,"Democrats threw Kamala under the bus, Obama, Joe, Clinton, literally everyone who is somebody is shafting her.",https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@jeremywhite4642,2024-11-01T23:59:57Z,2024-11-01T23:59:57Z,2,Where are these lower prices?,https://www.youtube.com/watch?v=qBbBjlKI1xo
What to expect on US election night | BBC News,BBC News,@pattishome6285,2024-11-01T23:58:38Z,2024-11-01T23:58:38Z,0,"From America - MAGA people are not putting Country over party.  They ONLY watch Fox.  They do not want to listen to anything else.  The majority, but not all, are woefully uneducated and choose to be in a cult.  Many of them actually say they would vote for Putin over Harris if that was an option.  Dark days in America.",https://www.youtube.com/watch?v=qBbBjlKI1xo
